PMID	PMCID	TITLE	DOI
32267499		The role of angiotensin-converting enzyme 2 in coronaviruses/influenza viruses and cardiovascular disease.	
32020374	PMC7088294	The Role of Augmented Intelligence (AI) in Detecting and Preventing the Spread of Novel Coronavirus.	
32255413		The Role of Chest Imaging in Patient Management during the COVID-19 Pandemic: A Multinational Consensus Statement from the Fleischner Society.	
32275978		The Role of Chest Imaging in Patient Management during the COVID-19 Pandemic: A Multinational Consensus Statement from the Fleischner Society.	
32298494		The role of children in the transmission of mild SARS-CoV-2 infection.	10.1183/13993003.00892-2020
32268181	PMC7131477	The role of close contacts tracking management in COVID-19 prevention: A cluster investigation in Jiaxing, China.	
32175437	PMC7048972	The role of CT for Covid-19 patient's management remains poorly defined.	
32220663	PMC7104153	The role of CT in case ascertainment and management of COVID-19 pneumonia in the UK: insights from high-incidence regions.	
32298145		The Role of Data Registries in the Time of COVID-19.	
32233876		The Role of Emergency Radiology in COVID-19: From Preparedness to Diagnosis.	
32296940		The role of imaging in 2019 novel coronavirus pneumonia (COVID-19).	
32259194	PMC7151405	The Role of Medical Students During the COVID-19 Pandemic.	
32279309		The role of Mental Health Home Hospitalization Care during the COVID-19 pandemic.	
32303597		The role of Nuclear Medicine for COVID-19 - Time to act now.	
32304660		The Role of Oral and Maxillofacial Surgeons in COVID-19 Response.	
32277969	PMC7141704	The Role of Phylogenetic Analysis in Clarifying the Infection Source of a COVID-19 Patient.	
32202977		The Role of Telehealth in Reducing the Mental Health Burden from COVID-19.	
32303498		The role of the future physician: building on shifting sands.	
32217506	PMC7104707	The Role of the Global Health Development/Eastern Mediterranean Public Health Network and the Eastern Mediterranean Field Epidemiology Training Programs in Preparedness for COVID-19.	
32272857		The Role of Tissue Engineering in COVID-19 and Future Viral Outbreaks.	
32297593		The Role of YouTube and the Entertainment Industry in Saving Lives by Educating and Mobilizing the Public to Adopt Behaviors for Community Mitigation of COVID-19: A Successive Sampling Design.	
32294808		The Royal College of Pathologists of Australasia (RCPA) position statement on COVID-19.	
32246996		The SARS-CoV-2 epidemic: how the Italian public is being informed.	
32292814	PMC7102578	The SARS-CoV-2 outbreak from a one health perspective.	10.1038/s41368-020-0080-z
32154877	PMC7108508	The SARS-CoV-2 Outbreak: Diagnosis, Infection Prevention, and Public Perception.	
32171952	PMC7102543	The SARS-CoV-2 outbreak: what we know.	
32298273		The SARS-CoV-2 receptor ACE2 expression of maternal-fetal interface and fetal organs by single-cell transcriptome study.	
32219057	PMC7094941	The SARS-CoV-2 Vaccine Pipeline: an Overview.	
32086938		The SARS, MERS and novel coronavirus (COVID-19) epidemics, the newest and biggest global health threats: what lessons have we learned?	10.1016/j.ijintrel.2020.04.001
32293910		The Science Underlying COVID-19: Implications for the Cardiovascular System.	10.1016/j.resconrec.2020.104814
32303016		The scientific rationale for the use of simple masks or improvised face coverings to trap exhaled aerosols and possibly reduce the breathborne spread of COVID-19.	10.1186/s12979-020-00180-2
32276044	PMC7138378	The serostatus approach to fighting COVID-19.	10.7759/cureus.7276
32267829	PMC7141941	The severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) pandemic and Transfusion Medicine: reflections from Italy.	10.1007/s13555-020-00377-9
32123347		The species Severe acute respiratory syndrome-related coronavirus: classifying 2019-nCoV and naming it SARS-CoV-2.	10.1016/j.exis.2020.04.003
32275291		The Spectrum of Neurologic Disease in the Severe Acute Respiratory Syndrome Coronavirus 2 Pandemic Infection: Neurologists Move to the Frontlines.	10.1016/j.genrep.2020.100682
32057769	PMC7114094	The spike glycoprotein of the new coronavirus 2019-nCoV contains a furin-like cleavage site absent in CoV of the same clade.	
32247752	PMC7129132	The spread of novel coronavirus has created an alarming situation worldwide.	
32181577		The spread of the COVID-19 coronavirus: Health agencies worldwide prepare for the seemingly inevitability of the COVID-19 coronavirus becoming endemic.	
32304378		The Surgeon's Role During the Coronavirus Pandemic.	10.1007/s10916-020-01577-8
32236295		The surgeons and the COVID-19 pandemic.	
32118371	PMC7063555	The third coronavirus epidemic in the third millennium: what's next?	
32146921	PMC7113032	The time-varying serial interval of the coronavirus disease (COVID-19) and its gender-specific difference: A data-driven analysis using public surveillance data in Hong Kong and Shenzhen, China from January 10 to February 15, 2020.	
32265231		The tobacco industry in the time of COVID-19: time to shut it down?	
32141619		The transmission and diagnosis of 2019 novel coronavirus infection disease (COVID-19): A Chinese perspective.	
32147577		The Treatment and Outcome of a Lung Cancer Patient Infected with SARS-CoV-2.	
32212513		The Trial of Chloroquine in the Treatment of Corona Virus Disease 2019 COVID-19 and Its Research Progress in Forensic Toxicology.	
32248871		The twitter pandemic: The critical role of twitter in the dissemination of medical information and misinformation during the COVID-19 Pandemic.	
32304634	PMC7159870	The UK Coronavirus Cancer Monitoring Project: protecting patients with cancer in the era of COVID-19.	
32302076		The Untold Toll - The Pandemic's Effects on Patients without Covid-19.	
32222466	PMC7102614	The use of anti-inflammatory drugs in the treatment of people with severe coronavirus disease 2019 (COVID-19): The experience of clinical immunologists from China.	
32279437		The use of google trends to investigate the loss of smell related searches during COVID-19 outbreak.	
32246843		The use of high-flow nasal oxygen in COVID-19.	
32278797	PMC7144601	The use of Janus kinase inhibitors in the time of SARS-CoV-2.	
32284245	PMC7151479	The Use of Nonsteroidal Anti-inflammatory Drugs in Urological Practice in the COVID-19 Era: Is "Safe Better than Sorry"?	
32251726	PMC7129235	The use of Traditional Chinese Medicines to treat SARS-CoV-2 may cause more harm than good.	
32298467		The use of UV fluorescent powder for COVID-19 airway management simulation training.	
32298462		The Utah Model: mental bandwidth and strategic risk generation in COVID-19 airway management.	
32215461	PMC7094046	The value of mitigating epidemic peaks of COVID-19 for more effective public health responses.	
32286242		The value of urine biochemical parameters in the prediction of the severity of coronavirus disease 2019.	
32243205		The Variety of Cardiovascular Presentations of COVID-19.	
32239799		The versatile heparin in COVID-19.	
32236661		The world is upside down; how coronavirus changes the way we care for our patients.	
32217520		The world's largest refugee camp prepares for covid-19.	
32115732		The Wuhan SARS-CoV-2-What's next for China.	
32061335		Therapeutic and triage strategies for 2019 novel coronavirus disease in fever clinics.	
32221057		Therapeutic opportunities to manage COVID-19/SARS-CoV-2 infection: Present and future.	
32127666		Therapeutic options for the 2019 novel coronavirus (2019-nCoV).	
32201439	PMC7074432	Therapeutic options for the treatment of 2019-novel coronavirus: An evidence-based approach.	
32267566		Therapeutic Potential for Tetracyclines in the Treatment of COVID-19.	
32117569	PMC7029759	Therapeutic strategies in an outbreak scenario to treat the novel coronavirus originating in Wuhan, China.	
32202241		Therapies used in rheumatology with relevance to coronavirus disease 2019.	
32298028		There is no routine head and neck exam during the COVID-19 pandemic.	
32284078		There is nothing new under the sun: Ageism and intergenerational tension in the age of the COVID-19 outbreak.	
32189460		There may be virus in conjunctival secretion of patients with COVID-19.	
32300223		These cancer scientists turned their lab into a coronavirus-testing facility.	
32240580		Thinking Globally, Acting Locally - The U.S. Response to Covid-19.	
31992886		This scientist hopes to test coronavirus drugs on animals in locked-down Wuhan.	
32297175		Thoracic ultrasound and SARS-COVID-19: a pictorial essay.	
32302743		Thoughts about COVID-19.	
32273619		Thousands of coronavirus tests are going unused in US labs.	
32279418		Threatening drug-drug interaction in a kidney transplant patient with Coronavirus Disease 2019 (COVID-19).	
32202014		Three children who recovered from novel coronavirus 2019 pneumonia.	
32053148	PMC7109697	Three Emerging Coronaviruses in Two Decades.	
32298644		Three lessons for the COVID-19 response from pandemic HIV.	
32285222		Three unsuspected CT diagnoses of COVID-19.	
32302435		Thrombocytopenia and Its Association with Mortality in Patients with COVID-19.	
32178975	PMC7102663	Thrombocytopenia is associated with severe coronavirus disease 2019 (COVID-19) infections: A meta-analysis.	
32304577		Thromboembolic risk and anticoagulant therapy in COVID-19 patients: Emerging evidence and call for action.	
32302453		Thromboinflammation and the hypercoagulability of COVID-19.	
32277760		Thromboprophylaxis and laboratory monitoring for in-hospital patients with Covid-19 - a Swiss consensus statement by the Working Party Hemostasis.	
32205350		Tilorone: A Broad-Spectrum Antiviral For Emerging Viruses.	
32215760	PMC7100484	Tilorone: a Broad-Spectrum Antiviral Invented in the USA and Commercialized in Russia and beyond.	
32053470		Time Course of Lung Changes On Chest CT During Recovery From 2019 Novel Coronavirus (COVID-19) Pneumonia.	
32200654		Time Kinetics of Viral Clearance and Resolution of Symptoms in Novel Coronavirus Infection.	
32179126	PMC7102524	Timely blood glucose management for the outbreak of 2019 novel coronavirus disease (COVID-19) is urgently needed.	
32148172		Timely development of vaccines against SARS-CoV-2.	
32223665		Timely Diagnosis and Treatment Shortens the Time to Resolution of Coronavirus Disease (COVID-19) Pneumonia and Lowers the Highest and Last CT Scores From Sequential Chest CT.	
32032543		Timely mental health care for the 2019 novel coronavirus outbreak is urgently needed.	
32078803		Timely research papers about COVID-19 in China.	
32298245		Timing of Community Mitigation and Changes in Reported COVID-19 and Community Mobility - Four U.S. Metropolitan Areas, February 26-April 1, 2020.	
32292308	PMC7152869	Tip of the Spear: An Interview with the Washington State Nursing Care Quality Assurance Commission at the onset of the COVID-19 Pandemic.	
32267998		Tissue Plasminogen Activator (tPA) Treatment for COVID-19 Associated Acute Respiratory Distress Syndrome (ARDS): A Case Series.	
32276929		TMPRSS2 and COVID-19: Serendipity or opportunity for intervention?	
32241791		To consider or not antimalarials as a prophylactic intervention in the SARS-CoV-2 (Covid-19) pandemic.	
32184232		To control the covid-19 outbreak, young, healthy patients should avoid the emergency department.	
32295793		To monitor the COVID-19 pandemic we need better quality primary care data.	
32229753		To Protect Healthcare Workers Better, To Save More Lives.	
32253759		Tocilizumab treatment in COVID-19: a single center experience.	
32247642	PMC7136869	Tocilizumab, an anti-IL6 receptor antibody, to treat Covid-19-related respiratory failure: a case report.	
32146924		Toning down the 2019-nCoV media hype-and restoring hope.	
32277179		Toothbrushing against coronavirus.	
32287039		Top concerns of tweeters during the COVID-19 pandemic: A surveillance study.	
32299929		Top EU scientist ousted over plans for coronavirus research.	
32152361	PMC7062829	Topological dynamics of the 2015 South Korea MERS-CoV spread-on-contact networks.	
32297133		Toward understanding the 2019 Coronavirus and its impact on the heart.	
32215641		Toward Universal Deployable Guidelines for the Care of Patients With COVID-19.	
32255489		Towards Optimization of Hydroxychloroquine Dosing in Intensive Care Unit COVID-19 Patients.	
32304119		Tracheostomy During the COV-SARS-CoV-2 pandemic: Recommendations from the New York Head and Neck Society.	
32250957		Tracking COVID-19 in Europe: An Infodemiology Study.	
32224296		Tracking COVID-19 responsibly.	
32268923	PMC7138957	Traditional Chinese herbal medicine for treating novel coronavirus (COVID-19) pneumonia: protocol for a systematic review and meta-analysis.	
32145402		Traditional Chinese medicine for COVID-19 treatment.	
32226288	PMC7098036	Traditional Chinese Medicine in the Treatment of Patients Infected with 2019-New Coronavirus (SARS-CoV-2): A Review and Perspective.	
32122812		Traditional Chinese medicine is a resource for drug discovery against 2019 novel coronavirus (SARS-CoV-2).	
32245590		Traditional Chinese Medicine: an effective treatment for 2019 novel coronavirus pneumonia (NCP).	
32170027		Trainees and covid-19: your questions answered.	
32228226		Transcriptomic characteristics of bronchoalveolar lavage fluid and peripheral blood mononuclear cells in COVID-19 patients.	
32285920		Transient complete heart block in a patient with critical COVID-19.	
32216865		Translating COVID-19 Pandemic Surge Theory to Practice in the Emergency Department: How to Expand Structure.	
32294667	PMC7135119	Translating transmissibility measures into recommendations for coronavirus prevention.	
32027035		Transmission dynamics and evolutionary history of 2019-nCoV.	
32141624		Transmission dynamics of the COVID-19 outbreak and effectiveness of government interventions: A data-driven analysis.	
32202257		Transmission electron microscopy imaging of SARS-CoV-2.	
32003551		Transmission of 2019-nCoV Infection from an Asymptomatic Contact in Germany.	
32194239		Transmission of COVID-19 in the terminal stage of incubation period: a familial cluster.	
32298249		Transmission of COVID-19 to Health Care Personnel During Exposures to a Hospitalized Patient - Solano County, California, February 2020.	
32198088	PMC7118661	Transmission potential and severity of COVID-19 in South Korea.	
32190785	PMC7068636	Transmission potential of the novel coronavirus (COVID-19) onboard the diamond Princess Cruises Ship, 2020.	
32127517	PMC7054527	Transmission routes of 2019-nCoV and controls in dental practice.	
32257537	PMC7069465	Transplantation of ACE2(-) Mesenchymal Stem Cells Improves the Outcome of Patients with COVID-19 Pneumonia.	
32271070		Traumatic stress in the age of COVID-19: A call to close critical gaps and adapt to new realities.	
32205120		Traumatization in medical staff helping with COVID-19 control.	
32291244	PMC7128943	Travel health risk perceptions of Chinese international students in Australia - Implications for COVID-19.	
32297935		Travel restrictions and infectious disease outbreaks.	
32010938	PMC7107561	Travellers give wings to novel coronavirus (2019-nCoV).	
32236562		Treating COVID-19 with Chloroquine.	
32208486		Treating COVID-19-Off-Label Drug Use, Compassionate Use, and Randomized Clinical Trials During Pandemics.	
32270568		Treating head and neck tumors during the SARS-CoV-2 epidemic, 2019-2020: Sichuan Cancer Hospital.	
32241953		Treating multiple sclerosis and neuromyelitis optica spectrum disorder during the COVID-19 pandemic.	
32283246	PMC7146679	Treating the Mental Health Effects of COVID-19: The Need for At-Home Neurotherapeutics Is Now.	
32237263		Treatment approach in locally advanced rectal cancer during Coronavirus (COVID-19) pandemic: long course or short course?	
32270760		Treatment concerns for psychiatric symptoms in COVID-19-infected patients with or without psychiatric disorders.	
32282262		Treatment considerations for coronavirus (COVID-19).	
32283243	PMC7146668	Treatment considerations for patients with pemphigus during the COVID-19 pandemic.	
32203709	PMC7118607	Treatment for severe acute respiratory distress syndrome from COVID-19.	
32219428	PMC7101507	Treatment of 5 Critically Ill Patients With COVID-19 With Convalescent Plasma.	
32178711	PMC7076992	Treatment of COVID-19: old tricks for new challenges.	
32293713		Treatment with convalescent plasma for COVID-19 patients in Wuhan, China.	
32243945		Treatment with convalescent plasma for critically ill patients with SARS-CoV-2 infection.	
32113991		Trend and forecasting of the COVID-19 outbreak in China.	
32250751		Triage Considerations for Patients Referred for Structural Heart Disease Intervention During the Coronavirus Disease 2019 (COVID-19) Pandemic: An ACC /SCAI Consensus Statement.	
32251546		Triage Considerations for Patients Referred for Structural Heart Disease Intervention During the Coronavirus Disease 2019 (COVID-19) Pandemic: An ACC /SCAI Consensus Statement.	
32289312	PMC7151463	Triage of scarce critical care resources in COVID-19: an implementation guide for regional allocation An expert panel report of the Task Force for Mass Critical Care and the American College of Chest Physicians.	
32249681		Triaging Office-Based Urologic Procedures During the COVID-19 Pandemic.	
32235170		Triaging Spine Surgery in the COVID-19 Era.	
32278362	PMC7158940	Trials of anti-tumour necrosis factor therapy for COVID-19 are urgently needed.	
32226292	PMC7098026	Tribute to health workers in China: A group of respectable population during the outbreak of the COVID-19.	
32294051		Triplex Real-Time RT-PCR for Severe Acute Respiratory Syndrome Coronavirus 2.	
32144176		Trump claims public health warnings on covid-19 are a conspiracy against him.	
32216858		Trust in humanitarian aid from the earthquake 2017 to COVID-19 in Iran: A policy analysis.	
32105381		Trust is a key factor in the willingness of health professionals to work during the COVID-19 outbreak: Experience from the H1N1 pandemic in Japan 2009.	
32297841		Trying To Do It All: Being a Physician-Mother during the COVID-19 Pandemic.	
32294755		Tuberculosis and coronavirus: what do we know?	
32277870		Tuberculosis and HIV responses threatened by COVID-19.	
32215590		Turbulent Gas Clouds and Respiratory Pathogen Emissions: Potential Implications for Reducing Transmission of COVID-19.	
32300069		Twice-Weekly Hemodialysis Is an Option for Many Patients in Times of Dialysis Unit Stress.	
32303365	PMC7156242	Two known therapies could be useful as adjuvant therapy in critical patients infected by COVID-19.	
32275914	PMC7138382	Type 1 interferons as a potential treatment against COVID-19.	
32285915		Typical takotsubo syndrome triggered by SARS-CoV-2 infection.	
32246904		UK senior police officer with COVID-19.	
32236856		Ultra-high-resolution computed tomography can demonstrate alveolar collapse in novel coronavirus (COVID-19) pneumonia.	
32270412		Ultrarapid diagnosis, microscope imaging, genome sequencing, and culture isolation of SARS-CoV-2.	
32246972		Ultraviolet germicidal irradiation: possible method for respirator disinfection to facilitate reuse during COVID-19 pandemic.	
32129925		Uncertainties about the transmission routes of 2019 novel coronavirus.	
32240519	PMC7115350	Uncertainty in using chest computed tomography in early coronavirus disease (COVID-19).	
32181904		Under the epidemic situation of COVID-19, should special attention to pregnant women be given?	10.1016/j.joms.2020.03.036
32259193		Understanding and Addressing Sources of Anxiety Among Health Care Professionals During the COVID-19 Pandemic.	
32233163		Understanding and Interpretation of Case Fatality Rate of Coronavirus Disease 2019.	10.1016/S1470-2045(20)30229-1
32265008	PMC7140598	Understanding coronavirus disease (COVID-19) risk perceptions among the public to enhance risk communication efforts: a practical approach for outbreaks, Finland, February 2020.	10.1016/S2468-2667(20)30086-4
32134111		Understanding COVID-19 new diagnostic guidelines - a message of reassurance from an internal medicine doctor in Shanghai.	
32224308	PMC7118539	Understanding COVID-19: what does viral RNA load really mean?	10.1016/j.cell.2020.03.041
32299204		Understanding Dynamics of Pandemics.	
32096567		Understanding of COVID-19 based on current evidence.	
32292259	PMC7118592	Understanding of guidance for acupuncture and moxibustion interventions on COVID-19 (Second edition) issued by CAAM.	10.1016/j.micinf.2020.04.002
32272081		Understanding pathways to death in patients with COVID-19.	
32125642		Understanding SARS-CoV-2-Mediated Inflammatory Responses: From Mechanisms to Potential Therapeutic Tools.	
32247882	PMC7129473	Understanding the "Scope" of the Problem: Why Laparoscopy is Considered Safe During the COVID-19 Pandemic.	
32282887		Understanding the Dynamics of COVID-19.	
32145323		Understanding the emerging coronavirus: what it means for health security and infection prevention.	
32300989		Understanding the Impact of COVID-19 on Latino Sexual Minority Men in a US HIV Hot Spot.	
32182724		Understanding Unreported Cases in the COVID-19 Epidemic Outbreak in Wuhan, China, and the Importance of Major Public Health Interventions.	10.1016/j.ijsu.2020.03.082
32220207		Undocumented U.S. Immigrants and Covid-19.	
32247695		Uneventful course in IBD patients during SARS-CoV-2 outbreak in northern Italy.	
32134116		Unique epidemiological and clinical features of the emerging 2019 novel coronavirus pneumonia (COVID-19) implicate special control measures.	
32237672		Universal Masking in Hospitals in the Covid-19 Era.	10.1016/j.ejca.2020.03.028
32283004		Universal Screening for SARS-CoV-2 in Women Admitted for Delivery.	10.1016/j.thromres.2020.04.011
32247898		Unknown unknowns - COVID-19 and potential global mortality.	10.1016/j.scitotenv.2020.138540
32292239	PMC7151317	Unpacking the black box: How to promote citizen engagement through government social media during the COVID-19 crisis.	10.1016/j.scitotenv.2020.138605
32283450	PMC7146665	Unprecedented disruption of lives and work: Health, distress and life satisfaction of working adults in China one month into the COVID-19 outbreak.	10.1016/j.psychres.2020.112945
32223767		Unprecedented Solutions for Extraordinary Times: Helping Long-Term Care Settings Deal with the COVID-19 Pandemic.	10.1016/j.psychres.2020.112953
32210741	PMC7081067	Unrevealing sequence and structural features of novel coronavirus using in silico approaches: The main protease as molecular target.	10.1016/j.psychres.2020.112955
32155431		Unveiling the Origin and Transmission of 2019-nCoV.	10.1016/j.psychres.2020.112992
32281583		Update on use of chloroquine/hydroxychloroquine to treat coronavirus disease 2019 (COVID-19).	10.1016/j.psychres.2020.112972
32106216		Update: Public Health Response to the Coronavirus Disease 2019 Outbreak - United States, February 24, 2020.	10.1016/j.psychres.2020.112977
32205349		Updated approaches against SARS-CoV-2.	10.1016/j.clinimag.2020.04.001
32234119		Updated rapid risk assessment from ECDC on coronavirus disease 2019 (COVID-19) pandemic: increased transmission in the EU/EEA and the UK.	10.1016/j.ajp.2020.102066
32183937	PMC7078827	Updated rapid risk assessment from ECDC on the novel coronavirus disease 2019 (COVID-19) pandemic: increased transmission in the EU/EEA and the UK.	
32156331	PMC7068166	Updated rapid risk assessment from ECDC on the outbreak of COVID-19: increased transmission globally.	10.1016/j.jcv.2020.104366
31994742		Updated understanding of the outbreak of 2019 novel coronavirus (2019-nCoV) in Wuhan, China.	
32017153		Updates on Wuhan 2019 novel coronavirus epidemic.	10.1016/j.jcv.2020.104359
32245396	PMC7125052	Updating the diagnostic criteria of COVID-19 "suspected case" and "confirmed case" is necessary.	10.1016/j.ajp.2020.102053
32269597	PMC7134578	Upheaval in cancer care during the COVID-19 outbreak.	10.1016/j.ajp.2020.102088
32278470	PMC7128936	Upper airway symptoms in coronavirus disease 2019 (COVID-19).	
32248145		Urban Intelligence for Pandemic Response: Viewpoint.	
32277236		Urgent Considerations for the Neuro-oncologic Treatment of Patients with Gliomas During the COVID-19 Pandemic.	
32251619		Urgent dental care for patients during the COVID-19 pandemic.	10.3171/2020.4.PEDS20240
32259899		Urgent need for individual mobile phone and institutional reporting of at home, hospitalized, and intensive care unit cases of SARS-CoV-2 (COVID-19) infection.	10.3171/2020.4.SPINE20468
32217657	PMC7098479	Urgent need of a management plan for survivors of COVID-19.	10.3171/2020.3.JNS20965
32202401		Urology practice during COVID-19 pandemic.	10.3171/2020.4.JNS201012
32207540		Urology practice in the time of COVID-19.	10.3171/2020.4.JNS201013
32294273		Urticarial eruption in COVID-19 infection.	10.3171/2020.4.JNS201026
32053150		US Emergency Legal Responses to Novel Coronavirus: Balancing Public Health and Civil Liberties.	10.3171/2020.4.JNS201028
32207808		US Emergency Legal Responses to Novel Coronavirus: Balancing Public Health and Civil Liberties.	10.3171/2020.4.JNS201031
32246910		US NICUs and donor milk banks brace for COVID-19.	10.3171/2020.4.JNS201036
32259192	PMC7139509	US Public Concerns About the COVID-19 Pandemic From Results of a Survey Given via Social Media.	10.3171/2020.4.JNS201062
32222208		US public health budget cuts in the face of COVID-19.	10.3171/2020.4.JNS201056
32247754		USE OF A MODIFIED VENTILATION MASK TO AVOID AEROSOLIZING SPREAD OF DROPLETS FOR SHORT ENDOSCOPIC PROCEDURES DURING CORONAVIRUS COVID-19 OUTBREAK.	
32199468	PMC7104000	Use of antiviral drugs to reduce COVID-19 transmission.	
32049600		Use of Chest CT in Combination with Negative RT-PCR Assay for the 2019 Novel Coronavirus but High Clinical Suspicion.	
32281317	PMC7152526	Use of Convalescent Plasma Therapy in Two COVID-19 Patients with Acute Respiratory Distress Syndrome in Korea.	
32248387		Use of DAMPs and SAMPs as Therapeutic Targets or Therapeutics: A Note of Caution.	
32287053		Use of Handheld Transceiver for Hospital Healthcare Workers-Caregiver Communication During the Coronavirus disease 2019 (COVID-19) Outbreak in Pediatric Emergency Department.	
32232419		Use of Hydroxychloroquine and Chloroquine During the COVID-19 Pandemic: What Every Clinician Should Know.	
32221964		Use of in situ simulation to evaluate the operational readiness of a high consequence infectious disease intensive care unit.	
32240094		Use of Rapid Online Surveys to Assess People's Perceptions During Infectious Disease Outbreaks: A Cross-sectional Survey on COVID-19.	
32282922		Use of self-administered surveys through QR code and same center telemedicine in a walk-in clinic in the era of COVID-19.	
32244021		Use of Systemic Immunomodulatory Therapies During the Coronavirus Disease 2019 (COVID-19) Pandemic.	
32276598	PMC7146071	Using echocardiography to guide the treatment of novel coronavirus pneumonia.	
32246905		Using observational data to quantify bias of traveller-derived COVID-19 prevalence estimates in Wuhan, China.	10.1186/s13054-020-02871-0
32234338		Using psychoneuroimmunity against COVID-19.	10.1016/j.neurol.2020.03.002
32167816		Using public health law to contain the spread of COVID-19.	10.1016/j.otorri.2020.03.001
32253133		Using Technology to Maintain the Education of Residents During the COVID-19 Pandemic.	10.1016/j.redar.2020.03.004
32277777		Using Telehealth as a Tool for Rural Hospitals in the COVID-19 Pandemic Response.	10.1016/j.ajic.2020.04.003
32289260	PMC7151397	Using the Coronavirus Pandemic as an Opportunity to Address the Use of Human Milk and Breastfeeding as Lifesaving Medical Interventions.	10.1016/j.bja.2020.03.016
32209118	PMC7093988	Using the spike protein feature to predict infection risk and monitor the evolutionary dynamic of coronavirus.	
32304632	PMC7159866	Utility of hyposmia and hypogeusia for the diagnosis of COVID-19.	
32243300		Utility of Substandard Face Mask Options for Health Care Workers During the COVID-19 Pandemic.	10.1016/j.jagp.2020.04.004
32250958		Utilization of a mobile platform for the dissemination of validated institutional measurements during CoVid-19 Outbreak: A practical example in the Children's Hospital.	10.1016/j.ijcard.2020.04.010
32271454		Utilizing integrating network pharmacological approaches to investigate the potential mechanism of Ma Xing Shi Gan Decoction in treating COVID-19.	10.1016/j.jcms.2020.03.011
32241928		Vaccine designers take first shots at COVID-19.	10.1016/j.jaut.2020.102463
32275256		Vademecum for the treatment of people with COVID-19. Edition 2.0, 13 March 2020.	
32275072		Vaginal Delivery Report of a Healthy Neonate Born to a Convalescent Mother with COVID-19.	10.1016/j.acra.2020.03.021
32283235	PMC7151475	Various forms of skin rash in COVID-19 : a reply.	10.1016/j.ejvs.2020.04.002
32255684		Vascular Changes Detected With Thoracic CT in Coronavirus Disease (COVID-19) Might Be Significant Determinants for Accurate Diagnosis and Optimal Patient Management.	10.1016/j.diii.2020.04.001
32267016		Vaso-occlusive Crisis and Acute Chest Syndrome in Sickle Cell Disease due to 2019 Novel Coronavirus Disease (COVID-19).	
32222187		Venezuelan migrants "struggling to survive" amid COVID-19.	
32294289		Venous thromboembolism in COVID-19 patients.	
32294454	PMC7146721	Ventilation-Perfusion Scans During the Coronavirus Disease 2019 (COVID-19) Outbreak.	10.1016/j.jmii.2020.04.008
32203672		Ventilatory Ratio in Hypercapnic Mechanically Ventilated Patients with COVID-19 Associated ARDS.	10.1016/j.anorl.2020.04.008
32238084		Vertical Transmission of Coronavirus Disease 19 (COVID-19) from Infected Pregnant Mothers to Neonates: A Review.	
32227663		Veterinary oncologists adapting to COVID-19 pandemic.	
32299959		Vets can help government tackle Covid-19.	
32299994		Vets would not manage Covid-19 this way.	
32169498	PMC7102670	Vicarious traumatization in the general public, members, and non-members of medical teams aiding in COVID-19 control.	
32165352		Video consultations for covid-19.	
32275254		Videoconferences of Infectious Diseases: An educational tool that transcends borders. A useful tool also for the current COVID-19 pandemic.	
32221979		Videolaryngoscopy increases 'mouth-to-mouth' distance compared with direct laryngoscopy.	
32297929		Vietnam's response to COVID-19: Prompt and proactive actions.	
32199493		Viral dynamics in mild and severe cases of COVID-19.	
32294270		Viral exanthem in COVID-19, a clinical enigma with biological significance.	
32080991	PMC7036338	Viral Load Kinetics of SARS-CoV-2 Infection in First Two Patients in Korea.	
32105638		Viral load of SARS-CoV-2 in clinical samples.	
32179122		Viral loads of SARS-CoV, MERS-CoV and SARS-CoV-2 in respiratory specimens: What have we learned?	
32220656		Viral screening before initiation of biologics in patients with inflammatory bowel disease during the COVID-19 outbreak.	
32298137		VIRAL TRANSPORTATION IN COVID-19 PANDEMIC: INACTIVATED VIRUS TRANSPORTATION SHOULD BE IMPLEMENTED FOR SAFE TRANSPORTATION AND HANDLING AT DIAGNOSTICS LABORATORIES.	
32297988		Virological and Clinical Cure in Covid-19 Patients Treated with Hydroxychloroquine: A Systematic Review and Meta-Analysis.	
32235945		Virological assessment of hospitalized patients with COVID-2019.	
32273607		Virological assessment of SARS-CoV-2.	
32230900		Virology, Epidemiology, Pathogenesis, and Control of COVID-19.	
32278374	PMC7146660	Virtual health care in the era of COVID-19.	
32278546	PMC7142702	Virtual Interviews in the Era of COVID-19: A Primer for Applicants.	
32304797		Virtual Learning during the COVID-19 Pandemic: A Disruptive Technology in Graduate Medical Education.	
32251634		Virtual screening and repurposing of FDA approved drugs against COVID-19 main protease.	
32160451		Virtually Perfect? Telemedicine for Covid-19.	
32071427	PMC7054296	Virus against virus: a potential treatment for 2019-nCov (SARS-CoV-2) and other RNA viruses.	
32080990	PMC7036342	Virus Isolation from the First Patient with SARS-CoV-2 in Korea.	
32254048	PMC7137381	Visualizing an unseen enemy; mobilizing structural biology to counter COVID-19.	
32254054	PMC7137107	Visualizing an unseen enemy; mobilizing structural biology to counter COVID-19.	
32268052		Vitamin D, Covid-19 and Children.	
32118646		Voice from China: nomenclature of the novel coronavirus and related diseases.	
32291858		Waiting for COVID-19.	10.1038/s41394-020-0274-9
32301300		Walk-Through Screening Center for COVID-19: an Accessible and Efficient Screening System in a Pandemic Situation.	
