#PMID	PMCID	TITLE	LANGUAGE
32148173		Is SARS-CoV-2 originated from laboratory? A rebuttal to the claim of formation via laboratory recombination.	
32242113		Is the coronavirus airborne? Experts can't agree.	
32198775		Is there a role for lung ultrasound during the COVID-19 pandemic?	
32215613		Is There an Association Between COVID-19 Mortality and the Renin-Angiotensin System-a Call for Epidemiologic Investigations.	
32240279		Isolated sudden onset anosmia in COVID-19 infection. A novel syndrome?	
32238585		Isolation and full-length genome characterization of SARS-CoV-2 from COVID-19 cases in Northern Italy.	
32237278		Isolation and rapid sharing of the 2019 novel coronavirus (SAR-CoV-2) from the first patient diagnosed with COVID-19 in Australia.	
32233049		ISUOG Consensus Statement on organization of routine and specialist obstetric ultrasound services in the context of COVID-19.	
32160345		ISUOG Interim Guidance on 2019 novel coronavirus infection during pregnancy and puerperium: information for healthcare professionals.	
32207189		ISUOG Safety Committee Position Statement: safe performance of obstetric and gynecological scans and equipment cleaning in the context of COVID-19.	
32217525		Italian doctors call for protecting healthcare workers and boosting community surveillance during covid-19 outbreak.	
32223063		Italian Society of Interventional Cardiology (GISE) Position Paper for Cath lab-specific Preparedness Recommendations for Healthcare providers in case of suspected, probable or confirmed cases of COVID-19.	
32213700		Italy in a Time of Emergency and Scarce Resources: The Need for Embedding Ethical Reflection in Social and Clinical Settings.	
32188776		Journal Flexibility in the Troubling Times of COVID-19.	
32050060		Journey of a Thai Taxi Driver and Novel Coronavirus.	
32223782		Just the Facts: Airway management during the COVID-19 pandemic.	
32238197		Just the Facts: Protecting frontline clinicians during the COVID-19 pandemic.	
32157233		Keep up with the latest coronavirus research.	
32223870		Keeping the Fire House Running: A Proposed Approach to Mitigate Spread of COVID-19 Among Public Safety Personnel.	
32207256		Key Considerations for Radiologists When Diagnosing the Novel Coronavirus Disease (COVID-19).	
32172227		Laboratory abnormalities in children with novel coronavirus disease 2019.	
32119647		Laboratory abnormalities in patients with COVID-2019 infection.	
32196430		Laboratory Diagnosis of Emerging Human Coronavirus Infections - The State of the Art.	
32242830		Laboratory diagnostics within a modular hospital at the time of Coronavirus disease 2019 (COVID-19) in Wuhan.	
32242875		Laboratory preparedness for SARS-CoV-2 testing in India: Harnessing a network of Virus Research & Diagnostic Laboratories.	
32152596		Labs rush to study coronavirus in transgenic animals - some are in short supply.	
32054740		Labs scramble to produce new coronavirus diagnostics.	
32201338		Lack of SARS-CoV-2 RNA environmental contamination in a tertiary referral hospital for infectious diseases in Northern Italy.	
32134381		Lack of Vertical Transmission of Severe Acute Respiratory Syndrome Coronavirus 2, China.	
32222113		Learning from history: Coronavirus outbreaks in the past.	
32022370		Learning from the Past: Possible Urgent Prevention and Treatment Options for Severe Acute Respiratory Infections Caused by 2019-nCoV.	
32113507		Lessons for managing high-consequence infections from first COVID-19 cases in the UK.	
32241778		Lessons from the Experience in Wuhan to Reduce Risk of COVID-19 Infection in Patients Undergoing Long-Term Hemodialysis.	
32243298		Lessons learned from first COVID-19 cases in the United States.	
32241308		Lessons Learned From Korea: Covid-19 Pandemic.	
32243722		Lessons unfolding from pediatric cases of COVID-19 disease caused by SARS-CoV-2 infection.	
32233055		Lest we forget.	
32243191		"Letter by Pilz et al Regarding Article, ""Impact of Coronavirus Disease 2019 (COVID-19) Outbreak on ST-Elevation Myocardial Infarction Care in Hong Kong, China""."	
32075783		Letter from China: covid-19 on the grapevine, on the internet, and in commerce.	
32171807		Letter from the Editor: Occupational skin disease among healthcare workers during the Coronavirus (COVID-19) epidemic.	
32192550		Letter to editor: Role of masks/respirator protection against 2019-novel coronavirus (COVID-19).	
32233443		Letter to the Editor.	
32242901		Letter: The Coronavirus Disease 2019 Global Pandemic: A Neurosurgical Treatment Algorithm.	
32212392		Leukoerythroblastic reaction in a patient with COVID-19 infection.	
32142979		Li Wenliang, a face to the frontline healthcare worker. The first doctor to notify the emergence of the SARS-CoV-2, (COVID-19), outbreak.	
32227076		Life-threatening cardiac tamponade complicating myo-pericarditis in COVID-19.	
32240633		Likelihood of survival of coronavirus disease 2019.	
32241328		Limited early warnings and public attention to COVID-19 in China, January-February, 2020: a longitudinal cohort of randomly sampled Weibo users.	
32239796		Liver impairment in COVID-19 patients: a retrospective analysis of 115 cases from a single center in Wuhan city, China.	
32170806		Liver injury during highly pathogenic human coronavirus infections.	
32145190		Liver injury in COVID-19: management and challenges.	
32242111		Lockdown in Italy: personal stories of doing science during the COVID-19 quarantine.	
32179000		Long-Term Care Facilities and the Coronavirus Epidemic: Practical Guidelines for a Population at Highest Risk.	
32220989		Looking after yourself and others.	
32113508		Looming threat of COVID-19 infection in Africa: act collectively, and fast.	
32202256		Lopinavir/ritonavir combination therapy amongst symptomatic coronavirus disease 2019 patients in India: Protocol for restricted public health emergency use.	
32243566		Los derechos humanos de los ninos con discapacidad durante emergencias sanitarias: el desafio de COVID-19.	
32200645		Lung Recruitability in SARS-CoV-2 Associated Acute Respiratory Distress Syndrome: A Single-center, Observational Study.	
32234724		Lung ultrasound findings in a 64-year-old woman with COVID-19.	
32145214		Lymphopenic community acquired pneumonia as signature of severe COVID-19 infection.	
32142596		Machine Learning, COVID-19 (2019-nCoV), and multi-OMICS.	
32169615		Makeshift hospitals for COVID-19 patients: where health-care workers and patients need sufficient ventilation for more protection.	
32241949		Making allowances for COVID-19.	
32215647		Management of Critically Ill Adults With COVID-19.	
32214232		Management of IBD during the COVID-19 outbreak: resetting clinical priorities.	
32220285		Management of pregnant women infected with COVID-19.	
32112336		Management strategies of neonatal jaundice during the coronavirus disease 2019 outbreak.	
32209526		Management strategy of novel coronavirus (COVID-19) pneumonia in the radiology department: a Chinese experience.	
32197238		Managing Cancer Care During the COVID-19 Pandemic: Agility and Collaboration Toward a Common Goal.	
32176764		Managing COVID-19 in Low- and Middle-Income Countries.	
32209891		Managing COVID-19 in Surgical Systems.	
32201224		Managing COVID-19 in the oncology clinic and avoiding the distraction effect.	
32217624		Managing mental health challenges faced by healthcare workers during covid-19 pandemic.	
32151318		Managing neonates with respiratory failure due to SARS-CoV-2 - Authors' reply.	
32151320		Managing neonates with respiratory failure due to SARS-CoV-2.	
32216653		Managing Oncology Services During a Major Coronavirus Outbreak: Lessons From the Saudi Arabia Experience.	
32044387		Maps, masks and media - Traveller and practitioner resources for 2019 novel coronavirus (2019-nCoV) acute respiratory virus.	
32203693		Mass gathering events and reducing further global spread of COVID-19: a political and public health dilemma.	
32142626		Mass masking in the COVID-19 epidemic: people need guidance.	
32219871		Maternal health care management during the outbreak of coronavirus disease 2019 (COVID-19).	
32240770		Maximizing the Calm Before the Storm: Tiered Surgical Response Plan for Novel Coronavirus (COVID-19).	
32238614		Measles Immunization: Worth Considering Containment Strategy for SARS-CoV-2 Global Outbreak.	
32207255		Mediastinal Emphysema, Giant Bulla, and Pneumothorax Developed during the Course of COVID-19 Pneumonia.	
32233098		Medical Education Adaptations: Really Good Stuff for Educational Transition during a Pandemic.	
32219888		Medical education and care in dermatology during the SARS-CoV2 pandemia: challenges and chances.	
31986242		Medical Journals and the 2019-nCoV Outbreak.	
32232420		Medical Student Education in the Time of COVID-19.	
32243779		Medicine: before COVID-19, and after.	
32233168		Mental Health and Psychological Intervention Amid COVID-19 Outbreak: Perspectives from South Korea.	
32085839		Mental health care for medical staff in China during the COVID-19 outbreak.	
32227218		Mental health in the Covid-19 pandemic.	
32085843		Mental health services for older adults in China during the COVID-19 outbreak.	
32200399		Mental Health Strategies to Combat the Psychological Impact of COVID-19 Beyond Paranoia and Panic.	
32243846		Message from the Editor: Stem Cell Science in the Time of COVID-19.	
32225177		Methanol Mass Poisoning Outbreak: A Consequence of COVID-19 Pandemic and Misleading Messages on Social Media.	
32145185		Middle East respiratory syndrome.	
32227596		Migraine Care in the Era of COVID-19: Clinical Pearls and Plea to Insurers.	
32202647		Mimics and chameleons of COVID-19.	
32221118		Minimally Invasive Surgery and the Novel Coronavirus Outbreak: Lessons Learned in China and Italy.	
32059800		Minimise nosocomial spread of 2019-nCoV when treating acute respiratory failure.	
32198292		Misguided drug advice for COVID-19.	
32145186		Mitigate the effects of home confinement on children during the COVID-19 outbreak.	
32198130		Mitigating Risk of COVID-19 in Dialysis Facilities.	
32238673		Mobile field hospitals, an effective way of dealing with COVID-19 in China: sharing our experience.	
32234449		Molecular characterization of SARS-CoV-2 in the first COVID-19 cluster in France reveals an amino-acid deletion in nsp2 (Asp268Del).	
32071447		More than 80 clinical trials launch to test coronavirus treatments.	
32228738		Mortality rate of infection with COVID-19 in Korea from the perspective of underlying disease.	
32234303		Multi-omics Evaluation of Gastrointestinal and Other Clinical Characteristics of SARS-CoV-2 and COVID-19.	
32238896		My lab is closed to me because of the coronavirus. Here's how I'm planning to stay productive.	
32127703		Mystery deepens over animal source of coronavirus.	
32220277		National UK programme of community health workers for COVID-19 response.	
32191676		Natural small molecules as inhibitors of coronavirus lipid-dependent attachment to host cells: a possible strategy for reducing SARS-COV-2 infectivity?	
32196983		Navigating Coronavirus Disease 2019 (Covid-19) in Physiatry: A CAN report for Inpatient Rehabilitation Facilities.	
32202259		Need for integrated surveillance at human-animal interface for rapid detection & response to emerging coronavirus infections using One Health approach.	
32102856		Negative Nasopharyngeal and Oropharyngeal Swab Does Not Rule Out COVID-19.	
32219398		Negligible risk of the COVID-19 resurgence caused by work resuming in China (outside Hubei): a statistical probability study.	
32240762		Nervous system involvement after infection with COVID-19 and other coronaviruses.	
32233641		Network pharmacology-based analysis of the role of traditional Chinese herbal medicines in the treatment of COVID-19.	
32221171		Neuraxial procedures in COVID-19 positive parturients: a review of current reports.	
32223077		Neuroinfection may potentially contribute to pathophysiology and clinical manifestations of COVID-19.	
32229625		Neurologic complications of coronavirus infections.	
32238504		Neurologists and Covid-19: A note on courage in a time of uncertainty.	
32222820		Neurosurgery during the COVID-19 pandemic: update from Lombardy, northern Italy.	
32242950		Neutrophil-to-Lymphocyte ratio and Lymphocyte-to-C-reactive protein ratio in patients with severe coronavirus disease 2019 (COVID-19): A meta-analysis.	
32161107		New coronavirus outbreak: Framing questions for pandemic prevention.	
32001631		New coronavirus threat galvanizes scientists.	
32037473		New coronavirus: new challenges for pediatricians.	
32209313		New therapeutic opportunities for COVID-19 patients with Tocilizumab: Possible correlation of interleukin-6 receptor inhibitors with osteonecrosis of the jaws.	
32242173		New Zealand's elimination strategy for the COVID-19 pandemic and what is required to make it work.	
32229574		News Feature: Avoiding pitfalls in the pursuit of a COVID-19 vaccine.	
32161414		Nigeria responds to COVID-19; first case detected in sub-Saharan Africa.	
32240719		No Evidence of Rapid Antiviral Clearance or Clinical Benefit with the Combination of Hydroxychloroquine and Azithromycin in Patients with Severe COVID-19 Infection.	
32099125		'No one is allowed to go out': your stories from the coronavirus outbreak.	
32097201		Non-invasive respiratory support for patients with novel coronavirus pneumonia: clinical efficacy and reduction in risk of infection transmission.	
32220865		Non-steroidal anti-inflammatory drugs and covid-19.	
32207910		Novel 2019 coronavirus SARS-CoV-2 (COVID-19): An updated overview for emergency clinicians	
32132669		Novel antibody epitopes dominate the antigenicity of spike glycoprotein in SARS-CoV-2 compared to SARS-CoV.	
32141062		Novel corona virus disease (COVID-19) in pregnancy: What clinical recommendations to follow?	
32092391		Novel coronavirus (2019-nCoV) cases in Hong Kong and implications for further spread.	
32162679		Novel Coronavirus (COVID-19) Epidemic: What Are the Risks for Older Patients?	
32048818		Novel coronavirus (SARS-CoV-2) epidemic: a veterinary perspective.	
32238612		Novel Coronavirus 2019 (2019-nCoV) Infection: Part I - Preparedness and Management in the Pediatric Intensive Care Unit in Resource-limited Settings.	
32238613		Novel Coronavirus 2019 (2019-nCoV) Infection: Part II - Respiratory Support in the Pediatric Intensive Care Unit in Resource-limited Settings.	
32141586		Novel Coronavirus 2019 (Sars-CoV2): a global emergency that needs new approaches?	
32195702		Novel Coronavirus 2019 and Anesthesiology.	
32077206		Novel coronavirus 2019, an emerging public health emergency.	
32141570		Novel coronavirus 2019-nCoV: prevalence, biological and clinical characteristics comparison with SARS-CoV and MERS-CoV.	
32216009		Novel coronavirus and central nervous system.	
32212515		Novel Coronavirus and Old Lessons - Preparing the Health System for the Pandemic.	
32205660		Novel Coronavirus and Orthopaedic Surgery: Early Experiences from Singapore.	
32105049		Novel coronavirus COVID-19: an overview for emergency clinicians	
32243302		Novel Coronavirus COVID-19: Current Evidence and Evolving Strategies.	
32160942		Novel coronavirus disease (COVID-19) outbreak: Now is the time to refresh pandemic plans.	
32119884		Novel coronavirus disease (Covid-19): The first two patients in the UK with person to person transmission.	
32086236		Novel Coronavirus disease 2019 (COVID-19): The importance of recognising possible early ocular manifestation and using protective eyewear.	
32233816		Novel coronavirus in a 15-day-old neonate with clinical signs of sepsis, a case report.	
32235486		Novel Coronavirus Infection (COVID-19) in Humans: A Scoping Review and Meta-Analysis.	
32134165		Novel coronavirus infection and pregnancy.	
32032614		Novel coronavirus is putting the whole world on alert.	
32227091		Novel Coronavirus Pneumonia (COVID-19) Progression Course in 17 Discharged Patients: Comparison of Clinical and Thin-Section CT Features During Recovery.	
32068012		Novel coronavirus pneumonia emergency in Zhuhai: impact and challenges.	
32209502		Novel coronavirus SARS-CoV-2: familial spread resulting in COVID-19 pneumonia in a pediatric patient.	
32227493		Novel coronavirus treatment with ribavirin: Groundwork for evaluation concerning COVID-19.	
32057788		Novel coronavirus, poor quarantine, and the risk of pandemic.	
32024636		Novel coronavirus: Australian GPs raise concerns about shortage of face masks.	
32007627		Novel coronavirus: From discovery to clinical diagnostics.	
32058086		Novel coronavirus: how things are in Wuhan.	
32198164		Novel Coronavirus: What Neuroradiologists as Citizens of the World Need to Know.	
32233057		Novel Coronavirus-19 (COVID-19) in the Immunocompromised Transplant Recipient: #Flatteningthecurve.	
32004066		Novel Wuhan (2019-nCoV) Coronavirus.	
32014114		Nowcasting and forecasting the potential domestic and international spread of the 2019-nCoV outbreak originating in Wuhan, China: a modelling study.	
32225133		Number of COVID-19 cases in Chile at 120 days with data at 21/03/2020 and threshold of daily effort to flatten the epi-curve.	
32202336		Nursing and the Novel Coronavirus: Risks and Responsibilities in a Global Outbreak.	
32237206		Obesity and its Implications for COVID-19 Mortality.	
32232568		Ocular manifestation, eye protection, and COVID-19.	
32147496		Of chloroquine and COVID-19.	
32007152		Offline: 2019-nCoV outbreak-early lessons.	
32035537		"Offline: 2019-nCoV-""A desperate plea""."	
32222186		"Offline: COVID-19 and the NHS-""a national scandal""."	
32199478		Offline: COVID-19-a reckoning.	
32103304		Old Threat, New Enemy: Is Your Interventional Radiology Service Ready for the Coronavirus Disease 2019?	
32227200		Older Clinicians and the Surge in Novel Coronavirus Disease 2019 (COVID-19).	
32239784		Older people and COVID-19: Isolation, risk and ageism.	
32227214		Older people and epidemics: a call for empathy.	
32152612		On a knife's edge of a COVID-19 pandemic: is containment still possible?	
32120822		On the Coronavirus (COVID-19) Outbreak and the Smart City Network: Universal Data Sharing Standards Coupled with Artificial Intelligence (AI) to Benefit Urban Health Monitoring and Management.	
32179517		On the front lines of coronavirus: the Italian response to covid-19.	
32236152		On the Front Lines of Primary Care during the Coronavirus Pandemic Shifting from office visits to telephone triage, telemedicine.	
32222700		On the Frontline of the COVID-19 Outbreak: Keeping Patients on Long-Term Dialysis Safe.	
32187257		On the possibility of interrupting the coronavirus (COVID-19) epidemic based on the best available scientific evidence.	
32122468		On the use of corticosteroids for 2019-nCoV pneumonia.	
32242829		One disease, different features: COVID-19 laboratory and radiological findings in three Italian patients.	
32186951		One Health approach and Coronavirus Disease 2019.	
32085841		Online mental health services in China during the COVID-19 outbreak.	
32087115		Open access epidemiological data from the COVID-19 outbreak.	
32127711		Open peer-review platform for COVID-19 preprints.	
32131537		Optimization Method for Forecasting Confirmed Cases of COVID-19 in China.	
32212378		Optimizing COVID-19 candidate therapeutics: Thinking Without Borders.	
32221983		Organ-protective Effect of Angiotensin-converting Enzyme 2 and its Effect on the Prognosis of COVID-19.	
32007135		Origins of MERS-CoV, and lessons for 2019-nCoV.	
32239532		Our Italian Experience Using Lung Ultrasound for Identification, Grading and Serial Follow-up of Severity of Lung Involvement for Management of Patients with COVID-19.	
32232480		Our Response to COVID-19 as Endocrinologists and Diabetologists.	
32145188		Outbreak investigation for COVID-19 in northern Vietnam.	
32115186		Outbreak of a new coronavirus: what anaesthetists should know.	
32078809		Outbreak of coronavirus disease 2019.	
32032674		Outbreak of novel Corona virus (2019-nCoV); implications for travelers to Pakistan.	
32072255		Outbreak of novel coronavirus (COVID-19): What is the role of radiologists?	
32120965		Outbreak of Novel Coronavirus (SARS-Cov-2): First Evidences From International Scientific Literature and Pending Questions.	
31950516		Outbreak of pneumonia of unknown etiology in Wuhan, China: The mystery and the miracle.	
32242347		Out-of-Hospital Cohort Treatment of Coronavirus Disease 2019 Patients with Mild Symptoms in Korea: an Experience from a Single Community Treatment Center.	
32056249		Overlapping and discrete aspects of the pathology and pathogenesis of the emerging human pathogenic coronaviruses SARS-CoV, MERS-CoV, and 2019-nCoV.	
32233034		Overview of guidance for endoscopy during the coronavirus disease 2019 (COVID-19) pandemic.	
32049687		Overview of The 2019 Novel Coronavirus (2019-nCoV): The Pathogen of Severe Specific Contagious Pneumonia (SSCP).	
32043978		Pandemic potential of 2019-nCoV.	
32222091		Papa Giovanni XXIII Bergamo Hospital at the time of the COVID-19 outbreak: letter from the warfront.	
32220657		Parenting in a time of COVID-19.	
32193174		Partha Kar: Covid-19-we must keep faith in our experts.	
32085846		Pathological findings of COVID-19 associated with acute respiratory distress syndrome.	
32225135		Pathways for urology patients during the COVID-19 pandemic.	
32173576		Patients of COVID-19 may benefit from sustained lopinavir-combined regimen and the increase of eosinophil may predict the outcome of COVID-19 progression.	
32244017		Patients with advanced basal cell carcinomas in treatment with sonic hedgehog inhibitors during the coronavirus disease 2019 (COVID-19) period: Management and adherence to treatment.	
32199510		Patients with mental health disorders in the COVID-19 epidemic.	
32142398		Patients with RT-PCR Confirmed COVID-19 and Normal Chest CT.	
32233337		Paying for Medicaid - State Budgets and the Case for Expansion in the Time of Coronavirus.	
32240973		Peer-to-Peer Contact Tracing: A Privacy-Preserving Smartphone Application.	
32155105		Performance of radiologists in differentiating COVID-19 from viral pneumonia on chest CT.	
32227490		Performance of VivaDiagTM COVID-19 IgM/IgG Rapid Test is inadequate for diagnosis of COVID-19 in acute patients referring to emergency room department.	
32182347		Perinatal Transmission of COVID-19 Associated SARS-CoV-2: Should We Worry?	
32238615		Perinatal-Neonatal Management of COVID-19 Infection - Guidelines of the Federation of Obstetric and Gynecological Societies of India (FOGSI), National Neonatology Forum of India (NNF), and Indian Academy of Pediatrics (IAP).	
32217947		Perioperative COVID-19 Defense: An Evidence-Based Approach for Optimization of Infection Control and Operating Room Management.	
32195699		Perioperative Management of Patients Infected with the Novel Coronavirus: Recommendation from the Joint Task Force of the Chinese Society of Anesthesiology and the Chinese Association of Anesthesiologists.	
32220017		Perioperative Presentation of COVID-19 Disease in a Liver Transplant Recipient.	
32118639		Persistence and clearance of viral RNA in 2019 novel coronavirus disease rehabilitation patients.	
32035997		Persistence of coronaviruses on inanimate surfaces and their inactivation with biocidal agents.	
32068600		Personal knowledge on novel coronavirus pneumonia.	
32242889		Personal Risk and Societal Obligation Amidst COVID-19.	
32232466		Perspectives on Coronavirus Disease 2019 Control Measures for Ophthalmology Clinics Based on a Singapore Center Experience.	
32134278		Perspectives on monoclonal antibody therapy as potential therapeutic intervention for Coronavirus disease-19 (COVID-19).	
32233967		Perspectives on Pediatric Appendicitis and Appendectomy During the Severe Acute Respiratory Syndrome Coronavirus 2 Pandemic.	
32139620		Pet dog confirmed to have coronavirus.	
32166483		Pharmaceutical care recommendations for antiviral treatments in children with coronavirus disease 2019.	
32213260		Pharmacologic Treatments and Supportive Care for Middle East Respiratory Syndrome.	
32192561		Pharmacy Services and the Novel Coronavirus.	
32222995		Phylogenetic analysis of the first four SARS-CoV-2 cases in Chile.	
32240549		Pivotal Role of Convalescent Plasma in Managing Emerging Infectious Diseases.	
32181903		Platelet-to-lymphocyte ratio is associated with prognosis in patients with Corona Virus Disease-19.	
32196627		Point-of-Care Lung Ultrasound findings in novel coronavirus disease-19 pnemoniae: a case report and potential applications during COVID-19 outbreak.	
32197339		Point-of-Care RNA-Based Diagnostic Device for COVID-19.	
32203757		Policies on the use of respiratory protection for hospital health workers to protect from coronavirus disease (COVID-19).	
32228808		Policy Decisions and Use of Information Technology to Fight 2019 Novel Coronavirus Disease, Taiwan.	
32161416		Politicians: please work together to minimise the spread of COVID-19.	
32243592		Positive Externalities of an Epidemic: The Case of the Corona Virus (COVID-19) in China.	
32160971		Positive result of Sars-Cov-2 in sputum from a cured patient with COVID-19.	
32221001		Possible method for the production of a Covid-19 vaccine.	
32162896		Possible therapeutic role of a highly standardized mixture of active compounds derived from cultured Lentinula edodes mycelia (AHCC) in patients infected with 2019 novel coronavirus.	
32227177		Possible Transmission of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) in a Public Bath Center in Huai'an, Jiangsu Province, China.	
32211831		Postacute Care Preparedness for COVID-19: Thinking Ahead.	
32240537		Post-donation COVID-19 identification in blood donors.	
32216863		Posttraumatic stress symptoms and attitude toward crisis mental health services among clinically stable patients with COVID-19 in China.	
32109372		Potential association between COVID-19 mortality and health-care resource availability.	
32239142		Potential covalent drugs targeting the main protease of the SARS-CoV-2 coronavirus.	
32219363		Potential Effects of Coronaviruses on the Cardiovascular System: A Review.	
32167823		Potential global pandemics: the role of the WHO and other public health bodies.	
32238217		Potential impact of contaminated bronchoscopes on novel coronavirus disease (COVID-19) patients.	
32176808		Potential impact of seasonal forcing on a SARS-CoV-2 pandemic.	
32173287		Potential inhibitors against 2019-nCoV coronavirus M protease from clinically approved medicines.	
32052466		Potential interventions for novel coronavirus in China: A systematic review.	
32236491		Potential Legal Liability for Withdrawing or Withholding Ventilators During COVID-19: Assessing the Risks and Identifying Needed Reforms.	
31997390		"Potential of large ""first generation"" human-to-human transmission of 2019-nCoV."	
32172228		Potential preanalytical and analytical vulnerabilities in the laboratory diagnosis of coronavirus disease 2019 (COVID-19).	
32091386		Potential Presymptomatic Transmission of SARS-CoV-2, Zhejiang Province, China, 2020.	
32110875		Potential Rapid Diagnostics, Vaccine and Therapeutics for 2019 Novel Coronavirus (2019-nCoV): A Systematic Review.	
32234117		Potential short-term outcome of an uncontrolled COVID-19 epidemic in Lombardy, Italy, February to March 2020.	
32243270		Potential therapeutic agents against COVID-19: What we know so far.	
32209887		Potential therapeutic options for coronavirus disease 2019: using knowledge of past outbreaks to guide future treatment.	
32232986		Potential utilities of mask wearing and instant hand hygiene for fighting SARS-CoV-2.	
32176361		Potentially repurposing adamantanes for COVID-19.	
32196070		Practical Aspects of Otolaryngologic Clinical Services During the 2019 Novel Coronavirus Epidemic: An Experience in Hong Kong.	
32221974		Practical considerations in the anaesthetic management of patients during a COVID-19 epidemic.	
32142887		Practical experiences and suggestions on the eagle-eyed observer, a novel promising role for controlling nosocomial infection of the COVID-19 outbreak.	
32207068		Practical indications for the prevention and management of SARS-CoV-2 in ambulatory dialysis patients: lessons from the first phase of the epidemics in Lombardy.	
32198190		Practical laboratory considerations amidst the COVID-19 outbreak: early experience from Singapore.	
32229157		Practical Strategies Against the Novel Coronavirus and COVID-19-the Imminent Global Threat.	
32241897		Practice of endoscopy during COVID-19 pandemic: position statements of the Asian Pacific Society for Digestive Endoscopy (APSDE-COVID statements).	
32049602		Pre- and Posttreatment Chest CT Findings: 2019 Novel Coronavirus (2019-nCoV) Pneumonia.	
32223068		Precautionary measures needed for ophthalmologists during pandemic of the coronavirus disease 2019 (COVID-19).	
32195703		Precautions for Intubating Patients with COVID-19.	
32234709		Predicting COVID-19 incidence using Google Trends and data mining techniques: A pilot study in Iran.	
32199943		Predicting the angiotensin converting enzyme 2 (ACE2) utilizing capability as the receptor of SARS-CoV-2.	
32183172		Prediction of the Epidemic Peak of Coronavirus Disease in Japan, 2020.	
32186894		Pregnancy and Perinatal Outcomes of Women With Coronavirus Disease (COVID-19) Pneumonia: A Preliminary Analysis.	
32223477		Pregnant Women in the Exposure to COVID-19 Infection Outbreak: The Unseen Risk Factors and Preventive Healthcare Patterns.	
32227799		Preliminary case report on the SARS-CoV-2 cluster in the UK, France, and Spain	
32240123		Preliminary Estimates of the Prevalence of Selected Underlying Health Conditions Among Patients with Coronavirus Disease 2019 - United States, February 12-March 28, 2020.	
32171951		Preliminary estimation of the novel coronavirus disease (COVID-19) cases in Iran: A modelling analysis based on overseas cases and air travel data.	
32106567		Preliminary Identification of Potential Vaccine Targets for the COVID-19 Coronavirus (SARS-CoV-2) Based on SARS-CoV Immunological Studies.	
32048815		Preliminary prediction of the basic reproduction number of the Wuhan novel coronavirus 2019-nCoV.	
32219625		Preliminary Recommendations for Surgical Practice of Neurosurgery Department in the Central Epidemic Area of 2019 Coronavirus Infection.	
32223871		Preliminary Results of Initial Testing for Coronavirus (COVID-19) in the Emergency Department.	
32044915		Preparation for Possible Sustained Transmission of 2019 Novel Coronavirus: Lessons From Previous Epidemics.	
32207807		Preparation for Possible Sustained Transmission of 2019 Novel Coronavirus: Lessons From Previous Epidemics.	
32198754		Prepare to adapt: Blood supply and transfusion support during the first 2 weeks of the 2019 Novel Coronavirus (COVID-19) pandemic affecting Washington State.	
32218558		Preparedness and Lessons Learned from the Novel Coronavirus Disease.	
31962139		Preparedness and proactive infection control measures against the emerging novel coronavirus in China.	
32087820		Preparedness and vulnerability of African countries against importations of COVID-19: a modelling study.	
32192582		Preparedness is essential for malaria-endemic regions during the COVID-19 pandemic.	
32223490		Preparing an obstetric unit in the heart of the epidemic strike of COVID-19: quick reorganization tips.	
32222587		Preparing for the COVID-19 Pandemic: Our Experience in New York.	
32074258		Preparing for the Most Critically Ill Patients With COVID-19: The Potential Role of Extracorporeal Membrane Oxygenation.	
32196032		PRESCIENT: platform for the rapid evaluation of antibody success using integrated microfluidics enabled technology.	
32211830		Preserving Clinical Trial Integrity During the Coronavirus Pandemic.	
32186661		Presidential Powers and Response to COVID-19.	
32161990		Prevalence and impact of cardiovascular metabolic diseases on COVID-19 in China.	
32222956		Prevalence and impact of diabetes among people infected with SARS-CoV-2.	
32173574		Prevalence of comorbidities in the novel Wuhan coronavirus (COVID-19) infection: a systematic review and meta-analysis.	
32111649		Preventing a covid-19 pandemic.	
32193314		Preventing COVID-19 prejudice in academia.	
32195701		Preventing Infection of Patients and Healthcare Workers Should Be the New Normal in the Era of Novel Coronavirus Epidemics.	
32216132		Preventing the Spread of COVID-19 to Nursing Homes: Experience from a Singapore Geriatric Centre.	
32241901		Prevention of nosocomial SARS-CoV-2 transmission in endoscopy: international recommendations and the need for a gold standard.	
32197093		Prevention of SARS-CoV-2 infection in patients with decompensated cirrhosis.	
32240096		Preventive Behaviors Conveyed on YouTube to Mitigate Transmission of COVID-19: Cross-Sectional Study.	
32242438		Primary care management of the coronavirus (COVID-19).	
32239578		Priorities for Global Health Community in COVID-19 Pandemic.	
32125355		Priorities for the US Health Community Responding to COVID-19.	
32197085		Probable Pangolin Origin of SARS-CoV-2 Associated with the COVID-19 Outbreak.	
32198501		Profiling Early Humoral Response to Diagnose Novel Coronavirus Disease (COVID-19).	
32235387		Progress and Prospects on Vaccine Development against SARS-CoV-2.	
32199469		Prolonged presence of SARS-CoV-2 viral RNA in faecal samples.	
32172226		Prominent changes in blood coagulation of patients with SARS-CoV-2 infection.	
32227492		Proposal for international standardization of the use of lung ultrasound for COVID-19 patients; a simple, quantitative, reproducible method.	
32132140		Proposal for prevention and control of the 2019 novel coronavirus disease in newborn infants.	
32239472		Proposal of a low-dose, long-pitch, dual-source chest CT protocol on third-generation dual-source CT using a tin filter for spectral shaping at 100 kVp for CoronaVirus Disease 2019 (COVID-19) patients: a feasibility study.	
